Alloy,No,Phase,Phase1,a(Å),δ,T_m(K),σT_m(K),ΔH_mix(kJ/mol),σH_mix(kJ/mol),ΔS_mix(R),χ,Δχ,VEC,σVEC,K(GPa),σK(GPa),Young's modulus E (GPa),Shear modulus G (GPa)
CoCuFeNiTi,5.0,SS,FCC,1.2956,0.0649717749728378,1721.154,195.291533006426,-11.04,9.5922802294345,1.6094379124341,1.812,0.138765990069613,8.4,2.41660919471891,156.0,27.2763633939717,173.2,65.0
CoCuFeNiV,5.0,SS,FCC,1.2664,0.0220342084328556,1769.554,262.278698456432,-2.24,5.68315405386833,1.6094379124341,1.83,0.10373041983912,8.6,2.0591260281974,166.0,14.9666295470958,175.6,65.6
CoCuHfTiZr,5.0,SS,AM,1.4344,0.102415551572787,1940.154,380.598648006006,-23.52,11.3877548270061,1.6094379124341,1.59,0.258611678003914,6.4,3.00665927567458,108.0,59.7996655509042,120.0,46.0
CoFeMnMoNi,5.0,SS+IM,FCC+D85,1.2902,0.042149755495435,1944.4,486.261082135924,-4.0,2.50599281722833,1.6094379124341,1.866,0.194792196968975,8.0,1.4142135623731,176.0,34.9857113690718,229.4,70.6
CoFeMo0.2NiV,5.0,SS+IM,FCC+IM,1.2682380952381,0.0288194361918999,1921.2380952381,280.953631958474,-10.1587301587302,4.64826551390131,1.51172442588142,1.82904761904762,0.129721487807892,7.9047619047619,1.87476377952662,175.238095238095,14.6771761975452,193.761904761905,72.3809523809524
CoFeMo0.4NiV,5.0,SS+IM,FCC+IM,1.27254545454545,0.0320632002347154,1965.54545454545,341.427847731569,-9.83471074380165,4.56823386638353,1.56490369836732,1.84409090909091,0.144274331204924,7.81818181818182,1.8741389207353,177.727272727273,18.3233130643149,199.909090909091,74.5454545454546
CoFeMo0.6NiV,5.0,SS+IM,FCC+IM,1.27647826086957,0.0344403088608432,2006.0,384.069174023095,-9.52741020793951,4.4706458647015,1.59268573268192,1.85782608695652,0.155114446436764,7.73913043478261,1.87007071022666,180.0,20.8514414057075,205.521739130435,76.5217391304348
CoFeMo0.8NiV,5.0,SS+IM,FCC+IM,1.28008333333333,0.0362317802421608,2043.08333333333,415.922961282762,-9.23611111111111,4.36253513785319,1.60580650979955,1.87041666666667,0.163413564478459,7.66666666666667,1.86338998124982,182.083333333333,22.7264835721577,210.666666666667,78.3333333333333
CoFeMoNi1.2V,5.0,SS+IM,FCC+IM,1.28196153846154,0.0373383941133404,2063.76923076923,437.098150189872,-9.08284023668639,4.31303530250605,1.60658442017339,1.88307692307692,0.166658776933572,7.69230769230769,1.87635552579238,183.846153846154,23.7092846268038,214.807692307692,79.8461538461538
CoFeMoNi1.4V,5.0,SS+IM,FCC+IM,1.28062962962963,0.0370599267182912,2051.33333333333,433.589240675584,-9.16323731138546,4.35316979368058,1.59916541074251,1.88407407407407,0.163622403140059,7.77777777777778,1.89215404065849,183.703703703704,23.2774168332899,214.259259259259,79.7037037037037
CoFeMoNi1.6V,5.0,SS+IM,FCC+IM,1.27939285714286,0.0367719953379574,2039.78571428571,429.983418047625,-9.20918367346939,4.37418458255321,1.58847984652804,1.885,0.16074602861124,7.85714285714286,1.90327322778203,183.571428571429,22.8683008479745,213.75,79.5714285714286
CoFeMoNi1.8V,5.0,SS+IM,FCC+IM,1.27824137931034,0.0364777715243175,2029.03448275862,426.317793294984,-9.22711058263972,4.38010703339274,1.57544136637585,1.88586206896552,0.158016089127992,7.93103448275862,1.91060623133725,183.448275862069,22.4800082938022,213.275862068966,79.448275862069
CoFeMoNi2V,5.0,SS+IM,FCC+IM,1.27716666666667,0.0361797440533802,2019.0,422.621185775946,-9.22222222222222,4.37417442729928,1.56071040904141,1.88666666666667,0.15542057635833,8.0,1.91485421551268,183.333333333333,22.1108319357027,212.833333333333,79.3333333333333
CoFeMoNiV,5.0,SS+IM,FCC+IM,1.2834,0.0376033414918282,2077.2,440.462211773042,-8.96,4.24874569726172,1.6094379124341,1.882,0.169870538940689,7.6,1.85472369909914,184.0,24.1660919471891,215.4,80.0
CoFeNb0.75Ni2V0.5,5.0,IM,IM,1.27880952380952,0.0505805037195753,1940.7619047619,353.946310801095,-15.9092970521542,7.62971538420524,1.50128346393666,1.81809523809524,0.118908490129777,8.23809523809524,1.9494751895675,174.761904761905,6.63256584627815,183.380952380952,68.7619047619048
Co25Fe25Ni10Ti30V10,5.0,IM,IM,1.3178,0.0733530718929023,1868.15,129.589457518735,-21.21,8.60310805755687,1.51485604045654,1.7435,0.151699538562251,6.95,2.29074223779106,154.5,29.7447474354717,172.6,64.75
Co28.75Fe31.25Ni7.5Ti30V2.5,5.0,IM,IM,1.312425,0.0751283319731062,1840.7125,93.2471438905772,-20.548125,8.15493988233868,1.36954656351245,1.758375,0.1493271890012,7.1625,2.21609876810579,155.375,30.0808805555954,179.025,67.2625
CoFeNi1.4VMo,5.0,SS+IM,FCC+IM,1.28062962962963,0.0370599267182912,2051.33333333333,433.589240675584,-9.16323731138546,4.35316979368058,1.59916541074251,1.88407407407407,0.163622403140059,7.77777777777778,1.89215404065849,183.703703703704,23.2774168332899,214.259259259259,79.7037037037037
CoFeNiVMo0.6,5.0,SS+IM,FCC+IM,1.27647826086957,0.0344403088608432,2006.0,384.069174023095,-9.52741020793951,4.4706458647015,1.59268573268192,1.85782608695652,0.155114446436764,7.73913043478261,1.87007071022666,180.0,20.8514414057075,205.521739130435,76.5217391304348
Co2Mo0.5Ni2VW0.5,5.0,SS+IM,FCC+Co7Mo6,1.27916666666667,0.0357034164952295,2078.41666666667,590.216126845827,-8.94444444444445,4.54754310805471,1.44518587894808,1.91166666666667,0.188274327039621,8.16666666666667,1.95078331845327,191.666666666667,39.3347457373532,219.333333333333,81.5833333333333
Co2Mo0.8Ni2VW0.8,5.0,SS+IM,FCC+Co7Mo6,1.2869696969697,0.0388930710480429,2189.06060606061,673.51047502119,-8.30119375573921,4.3413877695264,1.52107585507222,1.94333333333333,0.20775373922415,7.96969696969697,1.96152149487058,198.787878787879,45.377712842024,233.030303030303,86.9393939393939
Cr0.5CuFeMn0.5Ni,5.0,SS,2FCC,1.266125,0.0274777131253091,1686.5675,255.482457653652,3.875,4.33533920421747,1.55958115625988,1.81125,0.126039428354781,8.875,1.76334199745824,157.5,20.4633819296811,194.875,65.875
Cr0.5CuFeMnNi0.5,5.0,SS,BCC+2FCC,1.279125,0.0338080807140939,1660.4425,260.545672423761,4.6875,4.14802552097456,1.55958115625988,1.76625,0.145510953195971,8.5,1.80277563773199,150.0,21.7944947177034,194.625,56.375
Cr2CuFe2MnNi,5.0,SS,BCC+2FCC,1.26485714285714,0.0290007084534002,1798.11,285.038686146284,2.61224489795918,4.04684046891604,1.5498260458782,1.76285714285714,0.12869835005206,8.0,1.77281052085584,157.142857142857,19.059520091609,215.428571428571,74.0
CrCu0.5FeMnNi,5.0,SS,2FCC,1.27222222222222,0.0336918736559869,1759.30777777778,266.248977119695,0.0987654320987654,3.81342185504948,1.58109375017182,1.75555555555556,0.142369715187146,8.11111111111111,1.72848324290045,155.555555555556,22.1665970480667,211.777777777778,66.0
CrCuFe0.5Mn0.5Ni,5.0,SS,BCC+2FCC,1.267125,0.0269610200453384,1732.6925,302.725607884021,3.25,4.46875,1.55958115625988,1.79,0.135092560861063,8.625,1.99608992783391,156.25,19.9608992783391,203.375,70.0
CrCuFe0.5MnNi0.5,5.0,SS,BCC+FCC,1.280125,0.033150304457884,1706.5675,310.910897475064,4.5,4.17629096807203,1.55958115625988,1.745,0.147054411698527,8.25,1.98431348329844,148.75,20.8791163606126,203.125,60.5
CrCuFeMnNi,5.0,SS,FCC+BCC,1.2728,0.0319774198159767,1719.154,279.84030957673,2.72,4.23558260455395,1.6094379124341,1.77,0.141844985811977,8.4,1.85472369909914,154.0,21.540659228538,203.6,64.2
CrCuFeMoNi,5.0,SS,FCC,1.2754,0.0358022880885233,1994.554,521.005197348357,4.64,5.45225091132094,1.6094379124341,1.892,0.161170716943246,8.2,2.03960780543711,176.0,30.0665927567458,229.8,88.2
CrCuFeNiZr,5.0,SS,BCC,1.3234,0.106086282900281,1840.954,298.151043036914,-14.4,11.9391792012684,1.6094379124341,1.726,0.217310837281531,7.8,2.56124969497314,130.0,66.332495807108,177.4,70.8
CrFeNiV0.5W,5.0,IM,IM,1.28022222222222,0.0400917570883896,2334.55555555556,749.548176660982,-5.1358024691358,3.11864173996649,1.58109375017182,1.90555555555556,0.262683210608905,7.22222222222222,1.74977952755818,200.0,59.2546294487706,258.888888888889,101.666666666667
CrHfNbTiZr,5.0,SS+IM,BCC+IM,1.4642,0.0862653858264762,2301.0,289.066082410234,-4.0,3.57211421989835,1.6094379124341,1.486,0.144996551683135,4.6,0.8,110.0,60.3324125159934,129.0,52.0
CrMnFe1.5Ni0.5Al0.5 ,5.0,SS+IM,BCC+IM,1.28877777777778,0.0516325227881397,1721.38555555556,357.074714096243,-7.25925925925926,4.34383339346563,1.52295506753132,1.71444444444444,0.128764307607272,7.0,1.82574185835055,147.333333333333,32.5098275739643,206.333333333333,64.2222222222222
CrMnFe1.5Ni0.5Al1.2,5.0,SS,BCC,1.30805769230769,0.0603003546277074,1615.32,427.386677872716,-11.2869822485207,5.25965572412138,1.55627209865757,1.70038461538462,0.124976329119704,6.46153846153846,2.1791100729562,137.730769230769,38.825108541438,187.980769230769,59.0769230769231
CrNbTaTiZr,5.0,IM,IM,1.4346,0.0786220092035229,2457.8,496.177548867338,-3.68,3.38906476774936,1.6094379124341,1.526,0.112,4.8,0.748331477354788,128.0,70.2566722810012,150.6,59.8
CrNbTiVZr,5.0,SS+IM,BCC+IM,1.4118,0.0867822800549219,2236.4,271.598674518121,-4.64,3.05402030117679,1.6094379124341,1.552,0.117881296226331,4.8,0.748331477354788,120.0,63.5609943282828,139.0,55.4
CuFeHfTiZr,5.0,SS,AM,1.4324,0.104324490591561,1948.754,377.081055031939,-15.84,8.47522507075771,1.6094379124341,1.58,0.247951608181919,6.2,2.85657137141714,106.0,57.4804314527997,120.4,47.4
CuFeMnNiPt,5.0,IM,IM,1.3004,0.0447726334089915,1691.434,236.294075727683,-7.52,7.0700042432802,1.6094379124341,1.894,0.233117995873334,9.2,1.46969384566991,168.0,37.6297754444536,181.4,53.4
CuNbNiTiZr,5.0,AM,AM,1.4036,0.092580170311226,1980.954,461.951214376583,-21.28,12.7261997469787,1.6094379124341,1.656,0.222225111092334,6.8,3.05941170815567,120.0,64.8074069840786,123.6,47.8
CuNiCoFeMn,5.0,SS,FCC,1.2732,0.0317893412710279,1636.754,171.820307484302,1.76,3.59586429109887,1.6094379124341,1.814,0.134848062648301,9.0,1.4142135623731,158.0,24.0,189.6,56.2
CuNi2FeCrAl0.4,5.0,SS,FCC,1.26533333333333,0.0385942300676328,1699.65888888889,332.342148811347,-1.70096021947874,5.60974225115607,1.4975511631313,1.82481481481481,0.11039895230214,8.55555555555555,2.330686329267,159.333333333333,27.6217842103468,194.074074074074,75.4444444444444
CuNi2FeCrAl0.9,5.0,SS,FCC+BCC,1.27945762711864,0.051473307917968,1634.72762711864,382.915873844147,-5.21689169778799,6.3795531254001,1.5560591480256,1.80661016949153,0.121384808608772,8.08474576271187,2.71398222389805,152.271186440678,35.1702062414615,183.559322033898,71.2542372881356
CuNi2FeCrAl1.5,5.0,SS,FCC+BCC,1.29353846153846,0.0593131926514714,1569.99615384615,417.484450959433,-8.04733727810651,6.77182935723334,1.5649572502428,1.78846153846154,0.128891496040194,7.61538461538462,2.97524301627903,145.230769230769,40.1270172675829,173.076923076923,67.0769230769231
CuNi2FeMn2Cr,5.0,SS,FCC,1.28,0.035676947557962,1691.82428571429,246.826855673431,-0.489795918367347,3.90363658231061,1.5498260458782,1.75857142857143,0.154774358473283,8.42857142857143,1.76126114370542,152.857142857143,24.3276948084663,202.285714285714,56.7142857142857
Cu47Ti33Zr11Ni8Si,5.0,AM,AM,1.37066,0.0876812738667941,1667.8719,305.607935848188,-16.8852,8.33245111904246,1.21162951455822,1.7193,0.21415534081596,7.77,3.42010233765015,117.5,45.7247197913776,123.22,46.79
FeCoNiCrTi,5.0,SS+IM,FCC+BCC+Co2Ti,1.2898,0.066805618329424,1885.6,163.690683913288,-16.32,8.37172383682119,1.6094379124341,1.764,0.14150618361047,7.4,2.1540659228538,160.0,26.0768096208106,203.0,78.4
FeCoNiCuAl,5.0,SS,FCC+BCC,1.2896,0.0560947223474803,1519.648,334.599579880191,-5.28,6.70314553027159,1.6094379124341,1.826,0.111462998344742,8.2,2.78567765543682,149.2,39.4279088971251,164.0,61.4
FeCoNiMnV,5.0,SS+IM,FCC+IM,1.2808,0.0344081389807861,1801.8,215.389321926599,-8.96,4.30486236713789,1.6094379124341,1.76,0.143387586631479,7.8,1.72046505340853,162.0,22.2710574513201,189.2,56.0
FeCrMnNiCo,5.0,SS,FCC,1.2674,0.03269463576718,1801.2,214.328159605778,-4.16,2.19759868947904,1.6094379124341,1.766,0.138361844451424,8.0,1.4142135623731,162.0,22.2710574513201,219.4,69.6
FeNi2CrCuAl,5.0,SS,FCC+BCC,1.282,0.053170060747619,1623.04,390.179779973284,-5.77777777777778,6.47316927315805,1.56071040904141,1.80333333333333,0.122972444971311,8.0,2.76887462097269,151.0,36.2169389466679,181.666666666667,70.5
FeNi2CrCuAl0.2,5.0,SS,FCC,1.25892307692308,0.0293694857144617,1729.12769230769,302.080040428764,0.118343195266272,5.05132936251764,1.44396501431179,1.83307692307692,0.103988506419967,8.76923076923077,2.0995913944548,162.538461538462,22.6923076923077,198.846153846154,77.3461538461538
FeNi2CrCuAl0.6,5.0,SS,FCC,1.27128571428571,0.0448866717649362,1672.295,355.982780005879,-3.26530612244898,5.99415908142577,1.52994535008748,1.81714285714286,0.115506868777116,8.35714285714286,2.51018334154365,156.357142857143,31.2229474742471,189.642857142857,73.6785714285714
FeNi2CrCuAl0.8,5.0,SS,SS,1.2768275862069,0.0495577174197035,1646.81827586207,374.870287930225,-4.61355529131986,6.27048773041633,1.5496200692647,1.81,0.119625853508287,8.17241379310345,2.6531564222995,153.586206896552,34.0035669948167,185.51724137931,72.0344827586207
FeNiCrMnTi,5.0,SS+IM,FCC+BCC+IM,1.3096,0.0659357989398841,1835.8,220.063081865178,-13.28,7.23354408295132,1.6094379124341,1.698,0.148781719307178,7.0,2.0,148.0,27.8567765543682,200.8,63.4
Fe73.5Si13.5B9Nb3Cu,5.0,SS,BCC,1.19724,0.106166725924006,1866.3177,231.45512825537,-24.0699,5.6738449566861,0.864593724261985,1.85215,0.0759991940746742,6.95,1.91507180022056,165.11,30.1500895521058,165.88,61.89
Fe81Si2B13Nb3Cu1,5.0,SS,BCC,1.19052,0.123797850765621,1902.0977,241.127048220871,-15.4872,5.61938125714495,0.665401641962174,1.8525,0.0834311093058219,7.21,1.81821340881647,175.32,21.3957378933282,176.3,68.04
GdHoLaTbY,5.0,SS,HCP,1.8058,0.0215825879822938,1588.0,211.448338844267,0.0,0.0,1.6094379124341,1.17,0.0579655069847577,3.0,4.44089209850063e-16,37.14,4.68597908659439,55.2,22.02
GdTbDyTmLu,5.0,SS,HCP,1.7302,0.0507183185250536,1727.4,126.064427972367,0.0,0.0,1.6094379124341,1.208,0.0591269819963779,3.0,4.44089209850063e-16,42.14,3.81554714294031,62.6,25.26
Hf0.5Mo0.5NbTiZr,5.0,SS+IM,BCC+IM,1.491125,0.0573043790583219,2380.0,365.441855840296,-0.25,2.17788063550324,1.55958115625988,1.55,0.258988416729397,4.5,0.707106781186548,112.5,75.6224173112709,122.875,47.5
HfMoNbTiZr,5.0,SS,BCC,1.487,0.0609727112093451,2444.2,361.842175540663,-1.6,2.31170932428798,1.6094379124341,1.586,0.309554518623134,4.6,0.8,124.0,76.3151361133557,139.0,53.0
HfMoNbZrTi,5.0,SS,BCC,1.487,0.0609727112093451,2444.2,361.842175540663,-1.6,2.31170932428798,1.6094379124341,1.586,0.309554518623134,4.6,0.8,124.0,76.3151361133557,139.0,53.0
HfMoTaTiZr,5.0,SS,BCC,1.4872,0.0608790164379207,2552.2,493.597568875699,-1.92,2.02764888479243,1.6094379124341,1.566,0.311229818622831,4.6,0.8,130.0,80.7465169527454,155.2,59.2
HfNbSi0.5TiV,5.0,SS+IM,BCC+IM,1.41366666666667,0.0901514539461924,2271.88888888889,356.474853233232,-24.1975308641975,18.1179522698467,1.58109375017182,1.56,0.171464281994822,4.44444444444445,0.496903994999953,133.333333333333,28.6744175568088,100.111111111111,35.3333333333333
Hf0.5Nb0.5Ta0.5Ti1.5Zr,5.0,SS,BCC,1.503625,0.0478830528611286,2328.125,456.141271291033,1.875,0.983258295159517,1.49417513828931,1.46,0.111691539518443,4.25,0.433012701892219,101.25,66.4148891439262,106.375,41.875
HfNbTaTiZr,5.0,SS,BCC,1.5004,0.0499441745961379,2523.0,476.41494518959,2.72,1.20837080401671,1.6094379124341,1.454,0.118253963992756,4.4,0.489897948556636,118.0,68.5273667960473,110.4,42.8
HfNbTiVZr,5.0,SS+IM,BCC+IM,1.4776,0.0706735243110204,2301.6,288.81731250048,0.16,1.56123028410289,1.6094379124341,1.48,0.138130373198656,4.4,0.489897948556636,110.0,60.3324125159934,98.8,38.4
HoDyYGdTb,5.0,SS,HCP,1.7848,0.00809144249149965,1685.4,75.5740696270884,0.0,0.0,1.6094379124341,1.194,0.048,3.0,4.44089209850063e-16,39.74,1.21260051129793,60.0,24.1
La55Al25Ni5Cu10Co5,5.0,AM,AM,1.6441,0.161667110360931,1200.0945,224.379229396907,-32.31,7.95610715111354,1.20521567735037,1.387,0.331483031239911,4.45,2.92361078120874,66.4,51.6356466019358,71.3,26.715
Mg65Cu15Ag5Pd5Gd10,5.0,AM,AM,1.55345,0.0936374872756571,1115.2645,284.663479120083,-13.24,8.15576802024187,1.09440862984778,1.463,0.298062074071828,4.3,3.76961536499415,68.05,43.472376286557,64.55,24.13
MnCrFe1.5Ni0.5Al0.3,5.0,SS,FCC+BCC,1.28211627906977,0.0470274866499347,1758.03279069767,321.270519803074,-5.50567874526771,3.75552822058199,1.48177031791243,1.7193023255814,0.129693652438983,7.18604651162791,1.64607798783129,150.651162790698,29.2978955676757,212.674418604651,66.0
MoNbTaVW,5.0,SS,BCC,1.381,0.0314801812009908,2962.8,510.100147029973,-4.64,2.21969367255935,1.6094379124341,1.85,0.343394816501356,5.4,0.489897948556636,214.0,53.8887743412299,231.8,87.0
Mo0.3NbTiVZr,5.0,SS,BCC,1.44625581395349,0.070070827308723,2295.53488372093,334.501736279236,-1.25473228772309,1.86308605912855,1.54261312532691,1.5693023255814,0.197323902639116,4.6046511627907,0.615291002573161,118.372093023256,71.8826638400076,119.697674418605,46.046511627907
Mo0.5NbTiVZr,5.0,SS,BCC,1.44255555555556,0.0696940697116747,2322.22222222222,349.615591369142,-1.77777777777778,1.96618262238207,1.58109375017182,1.59555555555556,0.228089217978458,4.66666666666667,0.666666666666667,123.333333333333,73.9369100427294,129.0,49.3333333333333
Mo0.7NbTiVZr,5.0,SS,BCC,1.43917021276596,0.06926019286399,2346.63829787234,361.168931154308,-2.20914440923495,2.03682356620432,1.6006843088771,1.61957446808511,0.250581939261974,4.72340425531915,0.705664849011787,127.872340425532,75.4824530888447,137.510638297872,52.3404255319149
Mo1.3NbTiVZr,5.0,SS,BCC,1.43054716981132,0.067749371469547,2408.83018867925,382.065278224144,-3.10430758276967,2.13452452227595,1.60335332172643,1.68075471698113,0.291553089483175,4.86792452830189,0.77794445766371,139.433962264151,78.1004455895201,159.188679245283,60.0
Mo1.5NbTiVZr,5.0,SS,BCC,1.42809090909091,0.0672063331352158,2426.54545454545,385.982186031796,-3.30578512396694,2.14244262568575,1.59416669911802,1.69818181818182,0.299933877010438,4.90909090909091,0.792527080643759,142.727272727273,78.5193559334152,165.363636363636,62.1818181818182
Mo1.7NbTiVZr,5.0,SS,BCC,1.42580701754386,0.0666539177797723,2443.01754385965,388.865488457469,-3.47183748845799,2.14204101117144,1.5822086262781,1.71438596491228,0.306634347327417,4.94736842105263,0.803960648237867,145.789473684211,78.7834555706515,171.105263157895,64.2105263157895
Mo2NbTiVZr,5.0,SS,BCC,1.42266666666667,0.0658167005904167,2465.66666666667,391.665957446166,-3.66666666666667,2.12930754408187,1.56071040904141,1.73666666666667,0.314253966650471,5.0,0.816496580927726,150.0,78.9514618821801,179.0,67.0
MoNbTiV0.25Zr,5.0,SS,BCC,1.45552941176471,0.0631633505159961,2414.29411764706,395.291369038063,-2.60207612456747,2.34701385395779,1.52846571006102,1.65588235294118,0.297856238981738,4.76470588235294,0.806547600047182,129.411764705882,82.780403210599,152.705882352941,58.0588235294118
MoNbTiV0.50Zr,5.0,SS,BCC,1.44777777777778,0.0655420476181831,2401.44444444444,387.790353186733,-2.66666666666667,2.25956282113624,1.58109375017182,1.65444444444444,0.289524940822073,4.77777777777778,0.785674201318386,131.111111111111,80.752632491585,151.333333333333,57.4444444444444
MoNbTiV0.75Zr,5.0,SS,BCC,1.44084210526316,0.0672756938649073,2389.94736842105,380.586178591893,-2.70360110803324,2.17846724196363,1.60356810317052,1.65315789473684,0.281855741967018,4.78947368421053,0.76632735676637,132.631578947368,78.8631129344857,150.105263157895,56.8947368421053
MoNbTiV1.0Zr,5.0,SS,BCC,1.4346,0.0685341366319693,2379.6,373.68146863338,-2.72,2.10241765593804,1.6094379124341,1.652,0.27476535443902,4.8,0.748331477354788,134.0,77.0973410695855,149.0,56.4
MoNbTiV1.5Zr,5.0,SS,BCC,1.42381818181818,0.070059046173656,2361.72727272727,360.746219260499,-2.71074380165289,1.96276990673832,1.59416669911802,1.65,0.262054817304943,4.81818181818182,0.715818897637437,136.363636363636,73.8884573680585,147.090909090909,55.5454545454546
MoNbTiV2.0Zr,5.0,SS,BCC,1.41483333333333,0.0707119924674055,2346.83333333333,348.902764232227,-2.66666666666667,1.83753726761569,1.56071040904141,1.64833333333333,0.250959270710519,4.83333333333333,0.687184270936277,138.333333333333,71.0438049531571,145.5,54.8333333333333
MoNbTiV3.0Zr,5.0,SS,BCC,1.40071428571429,0.0705856684721702,2323.42857142857,328.069181355247,-2.53061224489796,1.62489566904527,1.47507631105469,1.64571428571429,0.232431688450431,4.85714285714286,0.63887656499994,141.428571428571,66.2093155786084,143.0,53.7142857142857
MoNbTiV3Zr,5.0,SS,2BCC,1.40071428571429,0.0705856684721702,2323.42857142857,328.069181355247,-2.53061224489796,1.62489566904527,1.47507631105469,1.64571428571429,0.232431688450431,4.85714285714286,0.63887656499994,141.428571428571,66.2093155786084,143.0,53.7142857142857
MoNbTiVZr,5.0,SS,BCC,1.4346,0.0685341366319693,2379.6,373.68146863338,-2.72,2.10241765593804,1.6094379124341,1.652,0.27476535443902,4.8,0.748331477354788,134.0,77.0973410695855,149.0,56.4
MoTaVWZr,5.0,IM,IM,1.4158,0.0708956775286293,2838.4,612.411822224228,-4.8,2.53298243183801,1.6094379124341,1.796,0.395706962283961,5.2,0.748331477354788,180.0,102.567051239665,224.2,86.0
NbSnTaTiZr,5.0,IM,IM,1.5088,0.056243920493665,2122.816,938.704634815446,-9.28,9.19718217716709,1.6094379124341,1.586,0.207422274599427,4.4,0.489897948556636,107.6,72.7670254991916,104.8,40.4
NbTaTiVW,5.0,SS,BCC+HCP,1.4008,0.037404471064456,2771.8,656.996012164458,-3.68,2.25516296528655,1.6094379124341,1.726,0.320224920954007,5.0,0.632455532033676,190.0,66.6333249958307,189.2,71.8
Ni61Al11Ni8Co5Cu15,5.0,AM,AM,1.51185,0.110637097416217,1324.1572,200.764319843343,-22.5536,9.91569661692571,1.18073389971313,1.4043,0.340435764866149,5.06,3.32812259389584,72.28,56.4588487307349,78.66,29.833
Nd60Al10Ni10Cu10Fe10,5.0,AM,AM,1.5037,0.11575433170082,1361.224,233.357415146809,-22.12,8.93482624341403,1.22752941145721,1.409,0.338214429023955,5.0,3.13049516849971,75.8,59.4673019398055,85.7,32.98
Nd60Al10Ni10Cu16Fe4,5.0,AM,AM,1.50592,0.113487044185128,1334.0302,203.909267180185,-25.2352,8.01036834630318,1.18898046005286,1.4132,0.343804828354693,5.18,3.37455182209431,74.0,56.9912273951,80.84,30.94
Nd60Al10Ni10Cu18Fe2,5.0,AM,AM,1.50666,0.112719829165263,1324.9656,192.244869967029,-26.3568,7.45293639796181,1.15391657002351,1.4146,0.345636861460117,5.24,3.44998550721594,73.4,56.1287804962837,79.22,30.26
Nd60Al15Ni10Cu10Fe5,5.0,AM,AM,1.51325,0.108609644293456,1317.3475,227.07771284023,-27.37,8.39888848300774,1.20136700426899,1.398,0.327759057845851,4.75,3.08017856625229,71.1,55.4129046342095,78.65,30.18
NiCoCrMnV,5.0,SS+IM,FCC+IM,1.2824,0.0333129186592414,1875.6,263.697250649301,-9.12,4.35919258578926,1.6094379124341,1.726,0.142912560679599,7.4,1.85472369909914,160.0,21.9089023002066,202.8,62.6
NiCoFeCrAl0.375,5.0,SS,FCC,1.26262857142857,0.041171340312208,1791.326,314.22564153987,-7.9934693877551,4.20513187417085,1.55997759863915,1.802,0.109565375135448,7.8,2.03960780543711,164.228571428571,28.1537469866403,211.485714285714,81.7714285714286
NiCoFeCrMo0.3,5.0,SS,FCC,1.25486046511628,0.0237773196262265,1943.20930232558,313.608225311828,-4.15359653866955,1.78811222593501,1.54261312532691,1.84372093023256,0.127279645531312,8.09302325581395,1.53734826800357,176.511627906977,16.6891861562876,232.023255813954,89.3023255813954
NiCoFeCrMo0.1Al0.3,5.0,SS,FCC,1.24958536585366,0.0146562985413085,1896.73170731707,238.126224407862,-3.90243902439024,1.69447775388931,1.46714758573451,1.82829268292683,0.108961896204633,8.19512195121951,1.50153599723135,173.90243902439,12.0725548007459,227.292682926829,87.8048780487805
Ni40Cu5Ti17Zr28Al10,5.0,AM,AM,1.40288,0.106962587677478,1778.2455,346.366026718485,-43.254,13.7025325619609,1.40422446808279,1.6542,0.247055378407352,6.65,3.15079355083763,105.3,74.0709794723953,131.98,52.12
Ni40Cu6Ti16Zr28Al10,5.0,AM,AM,1.40104,0.107382417194274,1772.4132,348.480293459702,-42.8112,13.8181880235047,1.41522286848201,1.6578,0.247986209293985,6.72,3.16884837125414,105.6,74.150118003952,132.12,52.16
Ni70Mo5Nb5P14B6,5.0,AM,AM,1.2094,0.107017502748104,1677.262,647.773065167115,-27.8392,7.85233368016006,0.993306131010311,1.954,0.134104436913922,8.43,2.45460791166329,160.98,62.3132377589225,161.7,61.1
SrCaYbMgZn,5.0,AM,AM,1.7648,0.152531711281572,975.536,156.53507333502,-13.12,6.45496398130927,1.6094379124341,1.202,0.255765517613301,4.2,3.91918358845309,32.6,23.9215384120671,39.4,16.68
TaNbVTiAl0.25,5.0,SS,BCC,1.41058823529412,0.0383243970909152,2446.43941176471,632.619564076701,-4.81660899653979,4.8457197706577,1.52846571006102,1.57,0.0501761602638497,4.64705882352941,0.588235294117647,155.058823529412,37.1332585795209,130.0,48.1176470588235
TaNbVTiAl0.5,5.0,SS,BCC,1.41177777777778,0.0373750476203632,2362.38555555556,705.747564487648,-8.39506172839506,6.21323257140888,1.58109375017182,1.57222222222222,0.0496158079150358,4.55555555555556,0.684934889218775,150.666666666667,40.3760104792713,126.666666666667,46.8888888888889
Ti50Cu20Ni24Si4B2,5.0,AM,AM,1.34816,0.0969160842727338,1771.234,236.663118850403,-29.8816,11.9044919570602,1.21796459122372,1.7252,0.186174541761219,6.82,3.24154284253656,134.68,31.7933577968732,133.88,49.84
Ti50Ni20Cu25Sn3Be7,5.0,AM,AM,1.35929523809524,0.0887392368752944,1695.138,312.683982291569,-20.9922902494331,9.22152907510273,1.29296130945673,1.71019047619048,0.181847560190926,6.67619047619048,3.41005582441455,130.32380952381,28.9566162315759,144.847619047619,56.1714285714286
